,gender,driver_id,vetek,age,month,total_income,total_km
3435,male,635,14.8,53.2,Dec-15,67438.7,8356.9
3436,male,635,14.8,53.2,Feb-15,65881.6,8395.4
3437,male,635,14.8,53.2,Mar-15,76431.9,8850.2
3438,male,635,14.8,53.2,Apr-15,65963.3,7207.1
3439,male,635,14.8,53.2,May-15,67190.5,9385.3
3440,male,635,14.8,53.2,Jun-15,69715.8,8616.3
3441,male,635,14.8,53.2,Jul-15,50599.1,7910.3
3442,male,635,14.8,53.2,Aug-15,72678,8947.6
3443,male,635,14.8,53.2,Sep-15,52689.8,6995.7
3444,male,926,14,41.1,Jan-15,85986.4,8637.9
3445,male,926,14,41.1,Oct-15,80077.9,9191.6
3446,male,926,14,41.1,Nov-15,79297.5,10006.2
3447,male,926,14,41.1,Dec-15,54297.2,7559.5
3448,male,926,14,41.1,Feb-15,70311.9,6895.2
3449,male,926,14,41.1,Mar-15,58241.3,8238
3450,male,926,14,41.1,Apr-15,63580.8,8227.6
3451,male,926,14,41.1,May-15,61452.2,6951.9
3452,male,926,14,41.1,Jun-15,75913.3,9573.5
3453,male,926,14,41.1,Jul-15,72262.3,7786.2
3454,male,926,14,41.1,Aug-15,63299.6,9121.4
3455,male,926,14,41.1,Sep-15,76994.8,9428.2
3456,unknown,135,10.5,,Jan-15,56493,6728
3457,unknown,135,10.5,,Oct-15,76760.5,8331.9
3458,unknown,135,10.5,,Nov-15,100376.5,9749.9
3459,unknown,135,10.5,,Dec-15,74893,8210.6
3460,unknown,135,10.5,,Feb-15,62443,8186.3
3461,unknown,135,10.5,,Mar-15,67420.7,8761.7
3462,unknown,135,10.5,,Apr-15,61245.5,8164.2
3463,unknown,135,10.5,,May-15,47840.1,7072.8
3464,unknown,135,10.5,,Jun-15,72760.9,8399.2
3465,unknown,135,10.5,,Jul-15,64089.6,7022.1
3466,unknown,135,10.5,,Aug-15,72498.7,8160.4
3467,unknown,135,10.5,,Sep-15,89049.6,9387.2
3468,male,387,16,43.6,Jan-15,56684.2,7022.3
3469,male,387,16,43.6,Oct-15,77754.9,9697.2
3470,male,387,16,43.6,Nov-15,73966.9,7736.6
3471,male,387,16,43.6,Dec-15,54336.4,8347.2
3472,male,387,16,43.6,Feb-15,70778.3,10136.7
3473,male,387,16,43.6,Mar-15,67852.5,7788.7
3474,male,387,16,43.6,Apr-15,79481,9329.6
3475,male,387,16,43.6,May-15,68408.8,8188.2
3476,male,387,16,43.6,Jun-15,79224.2,8451
3477,male,387,16,43.6,Jul-15,78328,8713.3
3478,male,387,16,43.6,Aug-15,62782.1,7079.8
3479,male,387,16,43.6,Sep-15,71140.9,8874
3480,male,925,5.5,54.7,Jan-15,48858.9,6544.7
3481,male,925,5.5,54.7,Oct-15,72888.8,8429.6
3482,male,925,5.5,54.7,Nov-15,69777.9,9414.7
3483,male,925,5.5,54.7,Dec-15,65977.8,9409.2
3484,male,925,5.5,54.7,Feb-15,65370.3,8137.2
3485,male,925,5.5,54.7,Mar-15,67602.3,8458.1
3486,male,925,5.5,54.7,Apr-15,89618.7,10952.6
3487,male,925,5.5,54.7,May-15,61444.3,8096.9
3488,male,925,5.5,54.7,Jun-15,68945.4,9604.1
3489,male,925,5.5,54.7,Jul-15,79155.1,8902.6
3490,male,925,5.5,54.7,Aug-15,71394.6,8114.2
3491,male,925,5.5,54.7,Sep-15,64012.3,7996.8
3492,male,85,16.7,36.1,Jan-15,59295.9,8277
3493,male,85,16.7,36.1,Oct-15,70013.1,8077.2
3494,male,85,16.7,36.1,Nov-15,60596,8375.9
3495,male,85,16.7,36.1,Dec-15,70093.6,9053.8
3496,male,85,16.7,36.1,Feb-15,66505.2,8006.8
3497,male,85,16.7,36.1,Mar-15,81867.7,9916.8
3498,male,85,16.7,36.1,Apr-15,59444.4,8442.3
3499,male,85,16.7,36.1,May-15,66633.6,7915.9
3500,male,85,16.7,36.1,Jun-15,57953.7,7077.3
3501,male,85,16.7,36.1,Jul-15,50550.1,6671.2
3502,male,85,16.7,36.1,Aug-15,66302.9,7830.9
3503,male,85,16.7,36.1,Sep-15,53605.4,8002.8
3504,male,586,7.8,29.6,Jan-15,77265.7,9854.5
3505,male,586,7.8,29.6,Oct-15,72043,9707.2
3506,male,586,7.8,29.6,Nov-15,66702.7,8681.6
3507,male,586,7.8,29.6,Dec-15,63473.8,6722.4
3508,male,586,7.8,29.6,Feb-15,60114.6,7220.5
3509,male,586,7.8,29.6,Mar-15,76098.2,8656.6
3510,male,586,7.8,29.6,Apr-15,67966,8363.1
3511,male,586,7.8,29.6,May-15,70440.6,9002.9
3512,male,586,7.8,29.6,Jun-15,69908.6,8750.4
3513,male,586,7.8,29.6,Jul-15,68030.3,10459.2
3514,male,586,7.8,29.6,Aug-15,75394.9,8632.5
3515,male,586,7.8,29.6,Sep-15,65272.9,8958.1
3516,male,571,13.8,50.6,Jan-15,67146.4,7831.2
3517,male,571,13.8,50.6,Oct-15,76483.6,9462.1
3518,male,571,13.8,50.6,Nov-15,78404.6,9617.8
3519,male,571,13.8,50.6,Dec-15,66004.9,9226.3
3520,male,571,13.8,50.6,Feb-15,78510.1,7533.5
3521,male,571,13.8,50.6,Mar-15,61531.9,7709.6
3522,male,571,13.8,50.6,Apr-15,62745.4,8276.3
3523,male,571,13.8,50.6,May-15,68013.5,8774.5
3524,male,571,13.8,50.6,Jun-15,66154.1,8269.2
3525,male,571,13.8,50.6,Jul-15,68855.7,7995.8
3526,male,571,13.8,50.6,Aug-15,70361.3,8847.5
3527,male,571,13.8,50.6,Sep-15,61307.3,8625.9
3528,male,855,15.2,61.5,Jan-15,75900.3,8422.6
3529,male,855,15.2,61.5,Oct-15,50838.6,7049.8
3530,male,855,15.2,61.5,Nov-15,68748.8,8351.5
3531,male,855,15.2,61.5,Dec-15,65141.3,8035.6
3532,male,855,15.2,61.5,Feb-15,46787,5583.3
3533,male,855,15.2,61.5,Mar-15,57789.7,7548.4
3534,male,855,15.2,61.5,Apr-15,56038,7337.6
3535,male,855,15.2,61.5,May-15,65228.6,8158.4
3536,male,855,15.2,61.5,Jun-15,68077.3,8262.9
3537,male,855,15.2,61.5,Jul-15,82828.2,9534
3538,male,855,15.2,61.5,Aug-15,81245.1,8341.7
3539,male,855,15.2,61.5,Sep-15,65990.2,7720.4
3540,male,685,7.8,44.4,Jan-15,69115.2,9301.4
3541,male,685,7.8,44.4,Oct-15,54807.5,7168.1
3542,male,685,7.8,44.4,Nov-15,69569.5,7556.2
3543,male,685,7.8,44.4,Dec-15,57846.2,8112.6
3544,male,685,7.8,44.4,Feb-15,70013.3,9115.2
3545,male,685,7.8,44.4,Mar-15,74546.1,9982.6
3546,male,685,7.8,44.4,Apr-15,61211,7549.8
3547,male,685,7.8,44.4,May-15,59997.8,8126.7
3548,male,685,7.8,44.4,Jun-15,56426.4,7282.3
3549,male,685,7.8,44.4,Jul-15,55538.6,6551.7
3550,male,685,7.8,44.4,Aug-15,78575.1,8635
3551,male,685,7.8,44.4,Sep-15,56681.3,8036.2
3552,male,63,12.5,59,Jan-15,58783.9,7743.2
3553,male,63,12.5,59,Oct-15,77909.3,9187.7
3554,male,63,12.5,59,Nov-15,78769.4,9294.1
3555,male,63,12.5,59,Dec-15,74862.1,9600.5
3556,male,63,12.5,59,Feb-15,63187.2,9294.1
3557,male,63,12.5,59,Mar-15,65259.1,8405.8
3558,male,63,12.5,59,Apr-15,63731.3,7228.1
3559,male,63,12.5,59,May-15,63492.8,8416.5
3560,male,63,12.5,59,Jun-15,69385.9,8593.1
3561,male,63,12.5,59,Jul-15,78966.4,9942.8
3562,male,63,12.5,59,Aug-15,68448.6,9078.2
3563,male,63,12.5,59,Sep-15,77202.3,9856.4
3564,male,264,12.7,56.7,Jan-15,66384.3,8016.8
3565,male,264,12.7,56.7,Oct-15,79816.9,8485.5
3566,male,264,12.7,56.7,Nov-15,57618.7,7329.5
3567,male,264,12.7,56.7,Dec-15,81010.4,8708.8
3568,male,264,12.7,56.7,Feb-15,77582.1,8751.1
3569,male,264,12.7,56.7,Mar-15,60756.9,8254.8
3570,male,264,12.7,56.7,Apr-15,78485.5,11486
3571,male,264,12.7,56.7,May-15,58396.1,8044.1
3572,male,264,12.7,56.7,Jun-15,56831,8460.8
3573,male,264,12.7,56.7,Jul-15,64683.3,8125
3574,male,264,12.7,56.7,Aug-15,58701.5,8660.5
3575,male,264,12.7,56.7,Sep-15,66470.5,9108.2
3576,male,701,10.7,34.7,Jan-15,58042.7,7013.8
3577,male,701,10.7,34.7,Oct-15,65187.2,7832.9
3578,male,701,10.7,34.7,Nov-15,66005.2,8322.1
3579,male,701,10.7,34.7,Dec-15,67508.6,8783.6
3580,male,701,10.7,34.7,Feb-15,63935.4,8573.3
3581,male,701,10.7,34.7,Mar-15,69286.9,8362.7
3582,male,701,10.7,34.7,Apr-15,55704.4,7899.7
3583,male,701,10.7,34.7,May-15,68411.9,8634.4
3584,male,701,10.7,34.7,Jun-15,72000.9,9442
3585,male,701,10.7,34.7,Jul-15,76946.5,9505.8
3586,male,701,10.7,34.7,Aug-15,57382.6,8835.2
3587,male,701,10.7,34.7,Sep-15,68849.9,9709.5
3588,male,73,14.7,45.9,Jan-15,71354.2,7625.7
3589,male,73,14.7,45.9,Oct-15,74244.4,9185.5
3590,male,73,14.7,45.9,Nov-15,65139.6,8043.4
3591,male,73,14.7,45.9,Dec-15,53256.2,7113.1
3592,male,73,14.7,45.9,Feb-15,63385,10250.7
3593,male,73,14.7,45.9,Mar-15,61516.4,7303.1
3594,male,73,14.7,45.9,Apr-15,76747.3,8649.3
3595,male,73,14.7,45.9,May-15,75843.7,8300.7
3596,male,73,14.7,45.9,Jun-15,62073.1,8609.7
3597,male,73,14.7,45.9,Jul-15,59304.2,7517.5
3598,male,73,14.7,45.9,Aug-15,65343.6,8875.3
3599,male,73,14.7,45.9,Sep-15,68344.8,7895
3600,male,478,7.8,32.8,Jan-15,62219.6,8366.7
3601,male,478,7.8,32.8,Oct-15,66044.4,9650.7
3602,male,478,7.8,32.8,Nov-15,67426.4,8186.7
3603,male,478,7.8,32.8,Dec-15,58438.6,8294.4
3604,male,478,7.8,32.8,Feb-15,62200.9,8520.3
3605,male,478,7.8,32.8,Mar-15,63035.8,8660.6
3606,male,478,7.8,32.8,Apr-15,71030.6,8453.9
3607,male,478,7.8,32.8,May-15,48634.7,7120.6
3608,male,478,7.8,32.8,Jun-15,59348.9,6782.3
3609,male,478,7.8,32.8,Jul-15,60598.9,8054.8
3610,male,478,7.8,32.8,Aug-15,67172.1,8291.7
3611,male,478,7.8,32.8,Sep-15,50112.4,7482.3
3612,male,661,1.7,54.6,Jan-15,47017.6,5151.8
3613,male,661,1.7,54.6,Oct-15,82931.2,9600.9
3614,male,661,1.7,54.6,Nov-15,70390.6,8808.4
3615,male,661,1.7,54.6,Dec-15,63704.3,9676.4
3616,male,661,1.7,54.6,Feb-15,60843.1,8145.3
3617,male,661,1.7,54.6,Mar-15,55213.3,7344.8
3618,male,661,1.7,54.6,Apr-15,67843.2,7662.1
3619,male,661,1.7,54.6,May-15,70154.1,9094.2
3620,male,661,1.7,54.6,Jun-15,70030.5,9348.5
3621,male,661,1.7,54.6,Jul-15,64811.4,8253.9
3622,male,661,1.7,54.6,Aug-15,51752.5,6785.3
3623,male,661,1.7,54.6,Sep-15,66937.9,9341.1
3624,male,228,9.5,45.7,Jan-15,63575,7628.1
3625,male,228,9.5,45.7,Oct-15,62838.1,8226.7
3626,male,228,9.5,45.7,Nov-15,64649.3,9130.3
3627,male,228,9.5,45.7,Dec-15,62734.4,8080.8
3628,male,228,9.5,45.7,Feb-15,73884.2,9195.5
3629,male,228,9.5,45.7,Mar-15,63940,7479.6
3630,male,228,9.5,45.7,Apr-15,72532.6,9007.1
3631,male,228,9.5,45.7,May-15,73820.7,8446.5
3632,male,228,9.5,45.7,Jun-15,76567.1,8663.6
3633,male,228,9.5,45.7,Jul-15,63207.7,7939.6
3634,male,228,9.5,45.7,Aug-15,72250.2,8324.2
3635,male,228,9.5,45.7,Sep-15,75460.9,9795.1
3636,male,309,14.6,35.6,Jan-15,64297.4,6775.8
3637,male,309,14.6,35.6,Oct-15,69306.4,7802.9
3638,male,309,14.6,35.6,Nov-15,80048.7,10289
3639,male,309,14.6,35.6,Dec-15,67747.3,8950.2
3640,male,309,14.6,35.6,Feb-15,55844.2,7595.6
3641,male,309,14.6,35.6,Mar-15,71304,7934.3
3642,male,309,14.6,35.6,Apr-15,80557.6,8764.5
3643,male,309,14.6,35.6,May-15,50157.6,7536.6
3644,male,309,14.6,35.6,Jun-15,69573.5,8457
3645,male,309,14.6,35.6,Jul-15,76872.9,9400.7
3646,male,309,14.6,35.6,Aug-15,65173.9,8299.3
3647,male,309,14.6,35.6,Sep-15,72269.9,10110.1
3648,male,382,10.9,31.8,Jan-15,57836.9,7569.2
3649,male,382,10.9,31.8,Oct-15,60187.5,7194.9
3650,male,382,10.9,31.8,Nov-15,78754.4,8321.1
3651,male,382,10.9,31.8,Dec-15,49555.9,7022.3
3652,male,382,10.9,31.8,Feb-15,55682.8,7260.3
3653,male,382,10.9,31.8,Mar-15,60363.4,7598
3654,male,382,10.9,31.8,Apr-15,70269.3,8307.3
3655,male,382,10.9,31.8,May-15,75086.9,8967.9
3656,male,382,10.9,31.8,Jun-15,61850.6,8179.9
3657,male,382,10.9,31.8,Jul-15,50806.7,6656.7
3658,male,382,10.9,31.8,Aug-15,77416.8,8828.3
3659,male,382,10.9,31.8,Sep-15,48168.1,7555.3
3660,male,914,6.4,51.9,Jan-15,63992.7,8704.3
3661,male,914,6.4,51.9,Oct-15,57823.8,8408.8
3662,male,914,6.4,51.9,Nov-15,59959.6,8922.5
3663,male,914,6.4,51.9,Dec-15,66830.5,9391.8
3664,male,914,6.4,51.9,Feb-15,65130.6,7386.5
3665,male,914,6.4,51.9,Mar-15,54234.8,6900.8
3666,male,914,6.4,51.9,Apr-15,79928.4,8199.6
3667,male,914,6.4,51.9,May-15,76021.5,8800.2
3668,male,914,6.4,51.9,Jun-15,59124.5,7006.7
3669,male,914,6.4,51.9,Jul-15,89911.9,9932.4
3670,male,914,6.4,51.9,Aug-15,81355.5,8163.7
3671,male,914,6.4,51.9,Sep-15,66928.5,8558.5
3672,male,170,16.2,32.1,Jan-15,75417.6,10308.1
3673,male,170,16.2,32.1,Oct-15,67820.9,8755.4
3674,male,170,16.2,32.1,Nov-15,65891.4,8904.7
3675,male,170,16.2,32.1,Dec-15,73245.4,7976.1
3676,male,170,16.2,32.1,Feb-15,58703,7936.8
3677,male,170,16.2,32.1,Mar-15,70449.9,8242.4
3678,male,170,16.2,32.1,Apr-15,68121.4,8531.6
3679,male,170,16.2,32.1,May-15,90237.8,8338.4
3680,male,170,16.2,32.1,Jun-15,74875.7,8961.8
3681,male,170,16.2,32.1,Jul-15,64724.4,8476
3682,male,170,16.2,32.1,Aug-15,56835,7828.6
3683,male,170,16.2,32.1,Sep-15,84471.7,8656
3684,male,808,4.6,42.6,Jan-15,76006.1,9792.9
3685,male,808,4.6,42.6,Oct-15,70318.7,8099.9
3686,male,808,4.6,42.6,Nov-15,61972.7,6720.2
3687,male,808,4.6,42.6,Dec-15,53337.7,7467.5
3688,male,808,4.6,42.6,Feb-15,59828.1,7896
3689,male,808,4.6,42.6,Mar-15,75139,9336.1
3690,male,808,4.6,42.6,Apr-15,71979.6,9103.6
3691,male,808,4.6,42.6,May-15,63547.5,8768
3692,male,808,4.6,42.6,Jun-15,89524.6,10168.5
3693,male,808,4.6,42.6,Jul-15,60783.7,9193.4
3694,male,808,4.6,42.6,Aug-15,77510.5,8545.1
3695,male,808,4.6,42.6,Sep-15,68591.3,8859.1
3696,male,279,3.9,42.2,Jan-15,60114.7,7276.1
3697,male,279,3.9,42.2,Oct-15,50863.5,6382.6
3698,male,279,3.9,42.2,Nov-15,58904.9,8596.1
3699,male,279,3.9,42.2,Dec-15,59701.5,7820.6
3700,male,279,3.9,42.2,Feb-15,61358.4,8191.1
3701,male,279,3.9,42.2,Mar-15,59409.4,7820.1
3702,male,279,3.9,42.2,Apr-15,54592.1,7679.9
3703,male,279,3.9,42.2,May-15,58753,7040.5
3704,male,279,3.9,42.2,Jun-15,72015.4,8920.2
3705,male,279,3.9,42.2,Jul-15,74235.4,9768.3
3706,male,279,3.9,42.2,Aug-15,79042.6,8506.1
3707,male,279,3.9,42.2,Sep-15,61053,8583.6
3708,female,852,13.3,35.2,Jan-15,77014.4,8651.7
3709,female,852,13.3,35.2,Oct-15,56325.5,7061.7
3710,female,852,13.3,35.2,Nov-15,63968.2,7611.2
3711,female,852,13.3,35.2,Dec-15,63551,7323.7
3712,female,852,13.3,35.2,Feb-15,63217.8,7604.1
3713,female,852,13.3,35.2,Mar-15,69684.6,8757.4
3714,female,852,13.3,35.2,Apr-15,59337.7,8250.1
3715,female,852,13.3,35.2,May-15,76609.5,8505.7
3716,female,852,13.3,35.2,Jun-15,71867,9571.4
3717,female,852,13.3,35.2,Jul-15,74969.8,8780
3718,female,852,13.3,35.2,Aug-15,71845.3,9080.6
3719,female,852,13.3,35.2,Sep-15,81957.9,9326.8
3720,male,258,6.3,40.9,Jan-15,69614.7,9260.5
3721,male,258,6.3,40.9,Oct-15,61934.1,7690
3722,male,258,6.3,40.9,Nov-15,54956.2,7673.1
3723,male,258,6.3,40.9,Dec-15,83421.4,9629.5
3724,male,258,6.3,40.9,Feb-15,65830.3,9125.2
3725,male,258,6.3,40.9,Mar-15,85587.4,8827.3
3726,male,258,6.3,40.9,Apr-15,57756.7,7363
3727,male,258,6.3,40.9,May-15,54662,7400
3728,male,258,6.3,40.9,Jun-15,70173.9,9696.3
3729,male,258,6.3,40.9,Jul-15,56739.1,8310.7
3730,male,258,6.3,40.9,Aug-15,68896.1,8579.8
3731,male,258,6.3,40.9,Sep-15,68360,9970.8
3732,unknown,920,14.6,62.3,Jan-15,58091.6,8526.7
3733,unknown,920,14.6,62.3,Oct-15,77045.2,10513.3
3734,unknown,920,14.6,62.3,Nov-15,83860.3,10950.9
3735,unknown,920,14.6,62.3,Dec-15,62948.7,7987.9
3736,unknown,920,14.6,62.3,Feb-15,58950.6,7602.6
3737,unknown,920,14.6,62.3,Mar-15,58566.3,7986.1
3738,unknown,920,14.6,62.3,Apr-15,75776.5,9334.1
3739,unknown,920,14.6,62.3,May-15,73776.1,8524.8
3740,unknown,920,14.6,62.3,Jun-15,63951.9,8835.6
3741,unknown,920,14.6,62.3,Jul-15,67530.2,9090.4
3742,unknown,920,14.6,62.3,Aug-15,71699.1,8565.3
3743,unknown,920,14.6,62.3,Sep-15,67801.1,8708
3744,male,167,6.7,34.4,Jan-15,60281.1,7913.4
3745,male,167,6.7,34.4,Oct-15,77550.8,7803.1
3746,male,167,6.7,34.4,Nov-15,63614.7,8003.9
3747,male,167,6.7,34.4,Dec-15,61904.1,7083.2
3748,male,167,6.7,34.4,Feb-15,74069.4,9628.1
3749,male,167,6.7,34.4,Mar-15,68422.8,8023.2
3750,male,167,6.7,34.4,Apr-15,66324.6,8745.5
3751,male,167,6.7,34.4,May-15,53586.4,7313.7
3752,male,167,6.7,34.4,Jun-15,79136.2,8700.4
3753,male,167,6.7,34.4,Jul-15,70704.7,9851.6
3754,male,167,6.7,34.4,Aug-15,70910.3,8113.2
3755,male,167,6.7,34.4,Sep-15,47400.8,7055.6
3756,male,229,7.9,52.4,Jan-15,80411.1,9669.8
3757,male,229,7.9,52.4,Oct-15,66051.8,8693.8
3758,male,229,7.9,52.4,Nov-15,54440.7,8703.1
3759,male,229,7.9,52.4,Dec-15,66760.1,9150.1
3760,male,229,7.9,52.4,Feb-15,63522.6,8696.7
3761,male,229,7.9,52.4,Mar-15,65773.6,8602.8
3762,male,229,7.9,52.4,Apr-15,71163.6,8670.8
3763,male,229,7.9,52.4,May-15,67451,7092.6
3764,male,229,7.9,52.4,Jun-15,72172.1,8071.8
3765,male,229,7.9,52.4,Jul-15,58656.3,7716.5
3766,male,229,7.9,52.4,Aug-15,67480.7,7933
3767,male,229,7.9,52.4,Sep-15,72685.9,8441.6
3768,male,293,10.8,41.8,Jan-15,72182.8,8669.8
3769,male,293,10.8,41.8,Oct-15,72115.7,8224.3
3770,male,293,10.8,41.8,Nov-15,69658.5,8676.8
3771,male,293,10.8,41.8,Dec-15,74933.4,9265.2
3772,male,293,10.8,41.8,Feb-15,79773.4,8761.5
3773,male,293,10.8,41.8,Mar-15,74367.5,8705.8
3774,male,293,10.8,41.8,Apr-15,78174.3,8876.7
3775,male,293,10.8,41.8,May-15,62347.8,7666.5
3776,male,293,10.8,41.8,Jun-15,65902.3,8514
3777,male,293,10.8,41.8,Jul-15,69204.4,9423.8
3778,male,293,10.8,41.8,Aug-15,63506.3,6240
3779,male,293,10.8,41.8,Sep-15,62558.2,9338
3780,male,569,13.3,37.1,Jan-15,74647.4,8111.3
3781,male,569,13.3,37.1,Oct-15,78369.1,8429.3
3782,male,569,13.3,37.1,Nov-15,72940.4,8347.3
3783,male,569,13.3,37.1,Dec-15,59932.5,7593.6
3784,male,569,13.3,37.1,Feb-15,63741.4,8467.2
3785,male,569,13.3,37.1,Mar-15,63761.9,8263.1
3786,male,569,13.3,37.1,Apr-15,74566.3,9281.2
3787,male,569,13.3,37.1,May-15,69511.9,8600.9
3788,male,569,13.3,37.1,Jun-15,79062.4,9082.6
3789,male,569,13.3,37.1,Jul-15,59121.1,7400.3
3790,male,569,13.3,37.1,Aug-15,68351.5,8053.3
3791,male,569,13.3,37.1,Sep-15,60703.3,8069.8
3792,male,39,1.1,56.1,Jan-15,79819.6,8951.7
3793,male,39,1.1,56.1,Oct-15,65136.3,8254.2
3794,male,39,1.1,56.1,Nov-15,74340.3,9384.4
3795,male,39,1.1,56.1,Dec-15,58011.7,8274.7
3796,male,39,1.1,56.1,Feb-15,61257.1,8714.8
3797,male,39,1.1,56.1,Mar-15,68559.5,8501.2
3798,male,39,1.1,56.1,Apr-15,71686.2,8761.2
3799,male,39,1.1,56.1,May-15,85041.1,9890.2
3800,male,39,1.1,56.1,Jun-15,65175.3,7750.2
3801,male,39,1.1,56.1,Jul-15,56987.8,8203.4
3802,male,39,1.1,56.1,Aug-15,68259.1,8693.4
3803,male,39,1.1,56.1,Sep-15,66028.7,7637.5
3804,male,562,10,40.4,Jan-15,68212.8,8811.8
3805,male,562,10,40.4,Oct-15,76429.8,9141.8
3806,male,562,10,40.4,Nov-15,65640.5,8708.3
3807,male,562,10,40.4,Dec-15,69967.9,7949.3
3808,male,562,10,40.4,Feb-15,88077.4,9611.5
3809,male,562,10,40.4,Mar-15,65996.7,9431.1
3810,male,562,10,40.4,Apr-15,68871.6,8641.2
3811,male,562,10,40.4,May-15,69423.9,9364.2
3812,male,562,10,40.4,Jun-15,65075.8,9173.8
3813,male,562,10,40.4,Jul-15,65092.2,7995.9
3814,male,562,10,40.4,Aug-15,63074.3,7192
3815,male,562,10,40.4,Sep-15,55159,6682
3816,male,819,15.2,30.9,Jan-15,62747.3,7688.6
3817,male,819,15.2,30.9,Oct-15,59427.4,7569.9
3818,male,819,15.2,30.9,Nov-15,60064.5,8702.1
3819,male,819,15.2,30.9,Dec-15,68229.3,8778.6
3820,male,819,15.2,30.9,Feb-15,76143.6,8855.3
3821,male,819,15.2,30.9,Mar-15,65767.3,7017.6
3822,male,819,15.2,30.9,Apr-15,62431.9,8595.4
3823,male,819,15.2,30.9,May-15,61399.6,7974
3824,male,819,15.2,30.9,Jun-15,61660.3,7779.8
3825,male,819,15.2,30.9,Jul-15,60249.6,7631.5
3826,male,819,15.2,30.9,Aug-15,71837.7,9143
3827,male,819,15.2,30.9,Sep-15,65088.7,6989.8
3828,unknown,652,1.1,40.6,Jan-15,54816,7566.2
3829,unknown,652,1.1,40.6,Oct-15,73300.3,9589.6
3830,unknown,652,1.1,40.6,Nov-15,68037.2,7763.1
3831,unknown,652,1.1,40.6,Dec-15,63159.4,8104.3
3832,unknown,652,1.1,40.6,Feb-15,70952.4,9547.7
3833,unknown,652,1.1,40.6,Mar-15,68127.6,8918.5
3834,unknown,652,1.1,40.6,Apr-15,53561.9,7553.9
3835,unknown,652,1.1,40.6,May-15,54740.4,7485.2
3836,unknown,652,1.1,40.6,Jun-15,61933.9,7642.6
3837,unknown,652,1.1,40.6,Jul-15,80064.1,8630.4
3838,unknown,652,1.1,40.6,Aug-15,74986.8,7980.7
3839,unknown,652,1.1,40.6,Sep-15,78806.4,9415.3
3840,male,827,3.2,62.6,Jan-15,81733.8,9175.1
3841,male,827,3.2,62.6,Oct-15,78285.4,10138.7
3842,male,827,3.2,62.6,Nov-15,69968.9,9445.6
3843,male,827,3.2,62.6,Dec-15,75508.6,8839.5
3844,male,827,3.2,62.6,Feb-15,59816.2,8763.4
3845,male,827,3.2,62.6,Mar-15,66252.1,8104.6
3846,male,827,3.2,62.6,Apr-15,78313.8,8506.2
3847,male,827,3.2,62.6,May-15,68108.4,9192
3848,male,827,3.2,62.6,Jun-15,74391.9,8470.3
3849,male,827,3.2,62.6,Jul-15,60909.3,7378.2
3850,male,827,3.2,62.6,Aug-15,82289,8815.4
3851,male,827,3.2,62.6,Sep-15,68734.8,6717.3
3852,male,915,13,44.3,Jan-15,69029.1,7444.5
3853,male,915,13,44.3,Oct-15,52414.6,7668.8
3854,male,915,13,44.3,Nov-15,54592.7,8079.3
3855,male,915,13,44.3,Dec-15,63175.6,8504.3
3856,male,915,13,44.3,Feb-15,72147.6,8163.5
3857,male,915,13,44.3,Mar-15,56208.8,7386.1
3858,male,915,13,44.3,Apr-15,63079.8,8277.4
3859,male,915,13,44.3,May-15,72370.7,9498.9
3860,male,915,13,44.3,Jun-15,64743.5,8458.2
3861,male,915,13,44.3,Jul-15,73842.7,9255.3
3862,male,915,13,44.3,Aug-15,56787.7,6683.2
3863,male,915,13,44.3,Sep-15,59076.3,8150.7
3864,male,35,4,50.7,Jan-15,85354.5,10467.8
3865,male,35,4,50.7,Oct-15,69580.2,8336
3866,male,35,4,50.7,Nov-15,58410.2,7760.3
3867,male,35,4,50.7,Dec-15,65947,8269.4
3868,male,35,4,50.7,Feb-15,69870,9167
3869,male,35,4,50.7,Mar-15,68442.7,8325.9
3870,male,35,4,50.7,Apr-15,58040.7,8416.5
3871,male,35,4,50.7,May-15,76454.3,8386.3
3872,male,35,4,50.7,Jun-15,78369.7,9515.8
3873,male,35,4,50.7,Jul-15,68610.6,9626.8
3874,male,35,4,50.7,Aug-15,71302.9,8788.4
3875,male,35,4,50.7,Sep-15,61538.7,8962.8
3876,male,358,18.3,33.2,Jan-15,59312.6,8069.8
3877,male,358,18.3,33.2,Oct-15,62449.7,9221.2
3878,male,358,18.3,33.2,Nov-15,63620.4,7961.6
3879,male,358,18.3,33.2,Dec-15,61090.9,8286.6
3880,male,358,18.3,33.2,Feb-15,75975.5,8764.1
3881,male,358,18.3,33.2,Mar-15,61575.3,8646.5
3882,male,358,18.3,33.2,Apr-15,52737.8,7065.4
3883,male,358,18.3,33.2,May-15,78850.8,8678
3884,male,358,18.3,33.2,Jun-15,63246.2,7540.4
3885,male,358,18.3,33.2,Jul-15,77564.8,9461.8
3886,male,358,18.3,33.2,Aug-15,58316.1,6983.5
3887,male,358,18.3,33.2,Sep-15,81751,8669.3
3888,male,867,10.1,50.9,Jan-15,81850.6,10490.8
3889,male,867,10.1,50.9,Oct-15,61965.2,7622.6
3890,male,867,10.1,50.9,Nov-15,64943,8659
3891,male,867,10.1,50.9,Dec-15,69873.9,7936.2
3892,male,867,10.1,50.9,Feb-15,72431.2,9489.4
3893,male,867,10.1,50.9,Mar-15,69626.6,8417.9
3894,male,867,10.1,50.9,Apr-15,62804.7,8508.7
3895,male,867,10.1,50.9,May-15,78799.9,8739.2
